name,city,verdict,confidence,website_found,domain,phone,address,rating,category,gmaps_url,evidence,phases_completed
The Muscle Gym - Best Gym in Indira Nagar,Lucknow,has_website,90,https://ca.trip.com/travel-guide/attraction/lucknow/the-muscle-gym-best-gym-in-indira-nagar-146855981?locale=en-CA,,,,43503,gyms,,"Phase1: 45 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Fit Life GYM,Lucknow,has_website,95,https://fit-life-gym.com,fit-life-gym.com,,,43503,gyms,,"Phase1: 50 domain variants generated;   fitlife.com → 200 (PARKED);   fitlife.com → 200 (PARKED);   fit-life.com → 200 (PARKED);   fit-life.com → 200 (PARKED);   ✅ fit-life-gym.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
The Beast Factory Unisex Fitness Gym,Lucknow,has_website,90,https://www.trip.com/travel-guide/attraction/lucknow/the-beast-factory-unisex-fitness-gym-147135351/,,,,43503,gyms,,"Phase1: 65 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Extreme Fitness,Lucknow,has_website,85,https://theextremefitness.com,theextremefitness.com,,,43503,gyms,,"Phase1: 45 domain variants generated;   ✅ theextremefitness.com → MATCH: full biz name in content, biz name in title, domain ≈ biz name",1
Fit & fine Gym 1nd branch,Lucknow,has_website,90,https://gymsnearme.in/uttar-pradesh/lucknow/fit-fine-gym-1nd-branch,,,,43503,gyms,,"Phase1: 30 domain variants generated;   ffgb.com → 403 (PARKED);   ffgb.com → 403 (PARKED); Phase2: 9 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, branch/outlet in city mentioned",2
DS FITNESS,Lucknow,no_website,60,,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 15 search results across engines;   LangSearch: full biz name in content, short/generic name, domain mismatch;   LangSearch: full biz name in content, branch/outlet in city mentioned, short/generic name, domain mismatch;   LangSearch: full biz name in content, biz+city within 150 chars, short/generic name, domain mismatch;   LangSearch: full biz name in content, biz+city within 150 chars, short/generic name, domain mismatch;   LangSearch: full biz na...",3
MY Fitness Hub,Lucknow,has_website,90,https://openinghoursindia.com/014930858/My_Fitness_Hub_lucknow?hello=hello,,,,43503,gyms,,"Phase1: 50 domain variants generated;   myfitnesshub.com → 200 (PARKED);   myfitnesshub.com → 200 (PARKED);   myfitness.in → 200 (PARKED);   myfitness.in → 200 (PARKED);   my-fitness.com → 403 (PARKED);   my-fitness.com → 403 (PARKED);   myfitness.co.in → 200 (PARKED);   myfitness.co.in → 200 (PARKED); Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
The Fitness Gym,Lucknow,has_website,95,https://thefitnessgym.co.in,thefitnessgym.co.in,,,43503,gyms,,"Phase1: 55 domain variants generated;   ✅ thefitnessgym.co.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
FITVISE FITNESS,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 45 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=235, has_site=0, net=235, phases=3/5",3
"Cult Gym Mahanagar | Gym in Mahanagar, Lucknow",Lucknow,no_website,70,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=138, has_site=115, n...",3
Impel Fitness,Lucknow,has_website,90,https://www.bookmyplayer.com/gym/impel-fitness-ashiyana-near-me-gym-best-gym-in-ashiyana-lucknow-best-gym-in-lda-ashiyana-best-fitness-center-in-lucknow-gym-in-lucknow-uttar-pradesh-aid-31416,,,,43503,gyms,,"Phase1: 45 domain variants generated;   theimpel.com → 403 (PARKED);   theimpel.com → 403 (PARKED);   impel.in → 403 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Gabbar Fitness Club,Lucknow,has_website,90,https://www.findglocal.com/IN/Unknown/2149640461953304/Gabbar-Fitness-Club,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow, branch/outlet in city mentioned",2
THE IRONS GYM,Lucknow,has_website,90,https://www.bookmyplayer.com/gym/the-irons-gym-in-lucknow-uttar-pradesh-aid-30397,,,,43503,gyms,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Olive Fitness Center,Lucknow,has_website,90,https://olivefitnesscenter.vercel.app/,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, domain ≈ biz name",2
Xtreme Fitness Gym,Lucknow,has_website,90,https://yappe.in/uttar-pradesh/lucknow/xtreme-fitness-gym/309895,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
FITT N FIRST UNISEX GYM,Lucknow,has_website,90,https://www.bookmyplayer.com/gym/fitt-n-first-unisex-gym-in-lucknow-uttar-pradesh-aid-31419,,,,43503,gyms,,"Phase1: 55 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
V FITT GYM,Lucknow,has_website,90,https://vymaps.com/IN/VFitt-Gym-367272483855494/,,,,43503,gyms,,"Phase1: 50 domain variants generated;   vfitt.com → 403 (PARKED);   vfitt.com → 403 (PARKED); Phase2: 15 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Vega Fitness Factory,Lucknow,has_website,85,https://o2osell.com/shops/vega-fitness-factory,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   LangSearch: full biz name in content;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
Fitness Habit,Lucknow,has_website,85,https://thefitnesshabit.com,thefitnesshabit.com,,,43503,gyms,,"Phase1: 25 domain variants generated;   ✅ thefitnesshabit.com → MATCH: full biz name in content, biz name in title, domain ≈ biz name",1
Warrior fitness gym,Lucknow,has_website,85,https://o2osell.com/shops/warrior-fitness-gym,,,,43503,gyms,,"Phase1: 50 domain variants generated;   warrior-fitness.com → 403 (PARKED);   warrior-fitness.com → 403 (PARKED);   ? warriorfitness.org → full biz name in content, domain ≈ biz name;   → No subpage confirmation;   ? warriorfitness.org → full biz name in content, domain ≈ biz name;   → No subpage confirmation; Phase2: 15 search results across engines;   LangSearch: full biz name in content;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outle...",2
Combat fitness garage,Lucknow,has_website,90,https://www.bookmyplayer.com/wrestling/combat-fitness-garage-lucknow-aid-17641,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Tarzan Unisex Gym,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 4 search results across engines;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=228, has_site=35, net=193, phases=3/5",3
Power Pro Fitness Hub,Lucknow,has_website,90,https://www.top-rated.online/cities/Lucknow/place/p/8225081/Power+Pro+Fitness+Hub,,,,43503,gyms,,"Phase1: 55 domain variants generated;   ppfh.com → 200 (PARKED);   ppfh.com → 200 (PARKED); Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
"BROTHERS GYM - Best Gym in Lucknow | Best Fitness Centre in Kalyanpur, Lucknow",Lucknow,no_website,90,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=138, has_site=40, net=98, phases=3/5",3
TRANSFORMATION ZONE gym,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/transformation-zone-gym/,,,,43503,gyms,,"Phase1: 50 domain variants generated;   transformationzone.org → 200 (PARKED);   transformationzone.org → 200 (PARKED); Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
Oxygen² Gym,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 45 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=211, has_site=60, net=151, phases=3/5",3
FIT FOR YOU(Gym and Fitness Center),Lucknow,no_website,60,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Low confidence — needs manual review; Sc...",3
Life Style Gym,Lucknow,has_website,85,https://lifestylegym.in/,,,,43503,gyms,,"Phase1: 50 domain variants generated;   thelifestylegym.in → 200 (PARKED);   thelifestylegym.in → 200 (PARKED);   thelifestyle.co.in → 200 (PARKED);   thelifestyle.co.in → 200 (PARKED);   lifestylegym.in → 200 (PARKED);   lifestylegym.in → 200 (PARKED);   life-style.com → 403 (PARKED);   life-style.com → 403 (PARKED); Phase2: 15 search results across engines;   ✅ Search confirmed: full biz name in content, biz name in title, domain ≈ biz name",2
Burn n Build Gym LUCKNOW,Lucknow,has_website,90,https://www.top-rated.online/cities/Lucknow/place/p/8456303/Burn+n+Build+Gym+LUCKNOW,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 9 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
The Sweat Society Gym,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 60 domain variants generated;   sweatsociety.com → 200 (PARKED);   sweatsociety.com → 200 (PARKED);   sweatsociety.net → 200 (PARKED);   sweatsociety.net → 200 (PARKED); Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=256, has_site=10, net=246, phases=3/5",3
Gold's Gym Hazratganj,Lucknow,has_website,85,https://o2osell.com/shops/golds-gym-hazratganj,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
Divine Fitness,Lucknow,has_website,95,https://divine-fitness.com,divine-fitness.com,,,43503,gyms,,"Phase1: 45 domain variants generated;   divinefitness.com → 403 (PARKED);   divinefitness.com → 403 (PARKED);   ⚠️ divinefitness.in → same-name in MUMBAI;   ⚠️ divinefitness.in → same-name in MUMBAI;   ✅ divine-fitness.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
Marvel Fitness Gym,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 15 search results across engines;   LangSearch: full biz name in content;   LangSearch: full biz name in content; Phase3: No social profiles found; Score: no_site=229, has_site=25, net=204, phases=3/5",3
IRON LIFE FITNESS CLUB,Lucknow,has_website,90,https://gymsnearme.in/uttar-pradesh/lucknow/iron-life-fitness-club,,,,43503,gyms,,"Phase1: 55 domain variants generated; Phase2: 14 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Iron-Core Fit,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
Slam Fitness Gym Mahanagar,Lucknow,has_website,90,https://id.trip.com/travel-guide/attraction/lucknow/slam-fitness-gym-mahanagar-147309941,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Body Strong Gym,Lucknow,has_website,95,https://bodystronggym.com,bodystronggym.com,,,43503,gyms,,"Phase1: 50 domain variants generated;   ✅ bodystronggym.com → MATCH: full biz name in content, biz name in title, domain == biz name",1
Urban Core Fitness Lucknow,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=180, has_site=0, net=180, phases=3/5",3
ENERGY FITNESS GYM,Lucknow,has_website,95,https://energyfitnessgym.in,energyfitnessgym.in,,,43503,gyms,,"Phase1: 50 domain variants generated;   ✅ energyfitnessgym.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
GM GYM,Lucknow,has_website,85,https://gymsnearme.in/uttar-pradesh/lucknow/gm-gym,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 5 search results across engines;   LangSearch: full biz name in content, biz+city within 150 chars, short/generic name, domain mismatch;   LangSearch: full biz name in content, biz+city within 150 chars, short/generic name, domain mismatch;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, short/generic name, domain mismatch",2
Define Fitness Zone,Lucknow,no_website,85,,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=128, has_site=53, net=75, phases=3/5",3
Iron gold gym,Lucknow,has_website,90,https://www.top-rated.online/cities/Lucknow/place/p/10296712/Iron+gold+gym,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
THE BROTHERS UNISEX GYM,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 60 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=283, has_site=0, net=283, phases=3/5",3
Fusion fit gym jankipuram,Lucknow,has_website,90,https://my.trip.com/travel-guide/attraction/lucknow/fusion-fit-gym-jankipuram-146394148,,,,43503,gyms,,"Phase1: 30 domain variants generated;   ffgj.com → 200 (PARKED);   ffgj.com → 200 (PARKED); Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Forever Fit Unisex Gym & Physiotherapy,Lucknow,no_website,90,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=138, has_site=50, net=88, phases=3/5",3
SA FITNESS,Lucknow,no_website,60,,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 15 search results across engines;   LangSearch: full biz name in content, short/generic name, domain mismatch;   LangSearch: full biz name in content, biz+city within 150 chars, short/generic name, domain mismatch;   LangSearch: full biz name in content, biz+city within 150 chars, short/generic name, domain mismatch;   LangSearch: full biz name in content, address mentions Lucknow, short/generic name, domain mismatch;   LangSearch: full biz name in c...",3
FITVISE FITNESS,Lucknow,has_website,85,https://o2osell.com/shops/fitvise-fitness,,,,43503,gyms,,"Phase1: 45 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
Project Fitness Gym,Lucknow,has_website,90,https://padhain.com/yoga-classes/lucknow/project-fitness-gym/,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, branch/outlet in city mentioned",2
Everfit Ladies Gym,Lucknow,has_website,85,https://o2osell.com/shops/everfit-ladies-gym,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   LangSearch: full biz name in content;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
Elite Fitness Studio Gym,Lucknow,has_website,90,https://www.bookmyplayer.com/gym/elite-fitness-studio-gym-in-lucknow-uttar-pradesh-aid-31486,,,,43503,gyms,,"Phase1: 55 domain variants generated;   efsg.com → 403 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Shredzz Gym,Lucknow,has_website,85,https://o2osell.com/shops/shredzz-gym,,,,43503,gyms,,"Phase1: 45 domain variants generated; Phase2: 10 search results across engines;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
Body Pro Fitness,Lucknow,has_website,90,https://www.trip.com/travel-guide/attraction/lucknow/body-pro-fitness-147339094/,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
BODY STUDIO-UNISEX GYM,Lucknow,has_website,85,https://o2osell.com/shops/body-studio-unisex-gym,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 5 search results across engines;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
MMA Matrix Gym Hazratganj,Lucknow,has_website,90,https://www.bookmyplayer.com/boxing/mma-matrix-gym-hazratganj-academy-in-lucknow-uttar-pradesh-aid-5494,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
The muscles bar gym,Lucknow,has_website,90,https://www.top-rated.online/cities/Lucknow/place/p/16013190/The+muscles+bar+gym,,,,43503,gyms,,"Phase1: 60 domain variants generated; Phase2: 5 search results across engines;   LangSearch: full biz name in content, domain ≈ biz name;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
The Iron Hub Gym,Lucknow,has_website,90,https://www.bookmyplayer.com/gym/the-iron-hub-gym-in-lucknow-uttar-pradesh-aid-30406,,,,43503,gyms,,"Phase1: 60 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
AK Fitness,Lucknow,has_website,95,https://akfitness.co.in,akfitness.co.in,,,43503,gyms,,"Phase1: 25 domain variants generated;   ⚠️ akfitness.in → same-name in DELHI;   ⚠️ akfitness.in → same-name in DELHI;   ✅ akfitness.co.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
ZoeFit - Fit For Life GYM,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 55 domain variants generated; Phase2: 10 search results across engines; Phase3: No social profiles found; Score: no_site=232, has_site=62, net=170, phases=3/5",3
Anytime Fitness,Lucknow,has_website,90,https://www.anytimefitness.co.in/gyms/in-1100/lucknow-uttar-pradesh-226024/,,,,43503,gyms,,"Phase1: 45 domain variants generated;   theanytime.com → 403 (PARKED);   theanytime.com → 403 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED); Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Veers gym,Lucknow,has_website,90,https://o2osell.com/shops/veers-gym,,,,43503,gyms,,"Phase1: 45 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Hamd Fitness Unisex Gym | Best Gym In Lucknow Dubagga With Best Qualified Trainer,Lucknow,has_website,90,https://id.trip.com/travel-guide/attraction/lucknow/hamd-fitness-unisex-gym-best-gym-in-lucknow-dubagga-with-best-qualified-trainer-147461619,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Modern Gym,Lucknow,has_website,90,https://o2osell.com/shops/modern-gym,,,,43503,gyms,,"Phase1: 45 domain variants generated;   themodern.com → 200 (PARKED);   themodern.com → 200 (PARKED);   themodern.in → 200 (PARKED);   themodern.in → 200 (PARKED);   modern.in → 200 (PARKED);   modern.in → 200 (PARKED); Phase2: 14 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Vt fitness care,Lucknow,has_website,85,https://o2osell.com/shops/vt-fitness-care,,,,43503,gyms,,"Phase1: 50 domain variants generated;   vt-fitness.com → 200 (PARKED);   vt-fitness.com → 200 (PARKED); Phase2: 5 search results across engines;   LangSearch: full biz name in content;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, branch/outlet in city mentioned",2
FITTBOX HEALTH FITNESS GYM,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 55 domain variants generated; Phase2: 15 search results across engines; Phase3: No social profiles found; Score: no_site=248, has_site=35, net=213, phases=3/5",3
Meenakshi Dutt Makeovers Gomtinagar | Best Makeup Artist in Lucknow,Lucknow,no_website,93,,,,,4596,salons,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=30, net=108, phases=3/5",3
Toni & Guy,Lucknow,has_website,90,https://www.joonsquare.com/salon/toni-and-guy-hazratganj-lucknow,,,,4596,salons,,"Phase1: 25 domain variants generated; Phase2: 5 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Cuts and Curves,Lucknow,has_website,85,https://cutsandcurves.com,cutsandcurves.com,,,4596,salons,,"Phase1: 25 domain variants generated;   ✅ cutsandcurves.com → MATCH: full biz name in content, domain == biz name",1
"Lakme Salon For Him and Her in Apex Tower,Hazratganj,Lucknow",Lucknow,no_website,90,,,,,4596,salons,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=43, net=95, phases=3/5",3
"Green Trends Unisex Salon, Gomti Nagar, Lucknow",Lucknow,has_website,85,https://www.theconsumersfeedback.com/green-trends-unisex-salon-gomti-nagar/tags/green-trends-unisex-salon-gomti-nagar-lucknow,,,,4596,salons,,Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   ✅ Search confirmed: full biz name in content,2
Jawed Habib Salon Hazratganj,Lucknow,has_website,85,https://jawedhabiblucknow.com/index.php,,,,4596,salons,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: full biz name in content;   ✅ Search confirmed: full biz name in content, biz+city in title, branch/outlet in city mentioned",2
SAARSH Unisex Salon & Academy,Lucknow,has_website,90,https://inyourcities.in/best-beauty-parlours-in-lucknow/,,,,4596,salons,,"Phase1: 55 domain variants generated; Phase2: 9 search results across engines;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
"CUT&STYLE Salon - Gomtinagar, Lucknow",Lucknow,no_website,70,,,,,4596,salons,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=154, has_site=118, net=36, phases=3/5",3
The Originals,Lucknow,has_website,90,https://kevsbest.in/beauty-salons-lucknow/amp/,,,,4596,salons,,"Phase1: 35 domain variants generated;   the-originals.com → 307 (PARKED);   ? originals.com → full biz name in content, domain ≈ biz name;   → No subpage confirmation;   ? originals.com → full biz name in content, domain ≈ biz name;   → No subpage confirmation; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
"Lakme Salon For Him and Her in Vijayant Khand,Lucknow",Lucknow,no_website,90,,,,,4596,salons,,"Phase1: 30 domain variants generated; Phase2: 9 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=55, net=83, phases=3/5",3
The Top Knot,Lucknow,has_website,90,https://www.theconsumersfeedback.com/the-top-knot-salon-academy-lucknow,,,,4596,salons,,"Phase1: 40 domain variants generated;   top-knot.com → 200 (PARKED);   top-knot.com → 200 (PARKED);   ⚠️ thetopknot.in → same-name in KANPUR;   ⚠️ thetopknot.in → same-name in KANPUR; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Aomorfia Unisex Salon,Lucknow,no_website,93,,,,,4596,salons,,"Phase1: 50 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=243, has_site=0, net=243, phases=3/5",3
Toni&Guy Salon,Lucknow,no_website,93,,,,,4596,salons,,"Phase1: 50 domain variants generated; Phase2: 9 search results across engines;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=208, has_site=43, net=165, phases=3/5",3
Toni & Guy,Lucknow,has_website,90,https://www.joonsquare.com/salon/toni-and-guy-hazratganj-lucknow,,,,4596,salons,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Celebrity Care Salon,Lucknow,has_website,90,https://khojosale.com/Business/Lucknow/Mehndi-Classes-Designers/celebrity-care-salon-2RY6WQ65VRQ3,,,,4596,salons,,"Phase1: 50 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Be Blonde - Unisex salon,Lucknow,has_website,90,https://ouruttarpradesh.in/businesses/listing/be-blonde-unisex-salon-lucknow/,,,,4596,salons,,"Phase1: 55 domain variants generated;   bbus.in → 200 (PARKED);   bbus.in → 200 (PARKED); Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, branch/outlet in city mentioned",2
Koffeure Lounge Salons Kapoorthala,Lucknow,has_website,90,https://yappe.in/uttar-pradesh/lucknow/koffeure-lounge-salons-kapoorthala/1462820,,,,4596,salons,,"Phase1: 30 domain variants generated;   klsk.co.in → 200 (PARKED);   klsk.co.in → 200 (PARKED); Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
Simran Sahni Glamor Zone,Lucknow,has_website,90,https://simran-sahni-glamor-zone.chrone.work/,,,,4596,salons,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   LangSearch: address mentions Lucknow;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, domain ≈ biz name",2
